customer,st,gender,customer lifetime value,income,monthly premium auto,policy type,vehicle class,total claim amount
OL55220,California,F,52.41,48345.0,67.0,Personal Auto,Four-Door Car,212.009825
YU90693,California,F,24.82,77993.0,62.0,Personal Auto,Four-Door Car,297.6
NM70181,Oregon,M,35.86,25748.0,90.0,Personal Auto,Four-Door Car,117.871165
ZU30804,California,M,54.99,22520.0,73.0,Personal Auto,Four-Door Car,350.4
ZT31931,Oregon,M,103.77,0.0,95.0,Personal Auto,Two-Door Car,579.452318
BS29584,Oregon,F,25.9,0.0,73.0,Personal Auto,Four-Door Car,350.4
SX63814,Arizona,M,93.13,75986.0,115.0,Personal Auto,Four-Door Car,89.119797
YL81070,Oregon,M,143.96,0.0,205.0,Personal Auto,Luxury Car,1476.0
RW24925,Oregon,F,319.21,58542.0,114.0,Personal Auto,SUV,129.985718
FB84409,Arizona,M,49.21,43640.0,64.0,Personal Auto,Four-Door Car,1.208908
YP38413,Oregon,F,258.06,86901.0,72.0,Personal Auto,Two-Door Car,313.366255
ZE53116,Arizona,M,59.64,94115.0,74.0,Personal Auto,Four-Door Car,409.089884
SU95720,California,M,89.23,0.0,125.0,Personal Auto,SUV,900.0
UM94104,Oregon,M,52.15,65375.0,65.0,Personal Auto,Four-Door Car,6.07744
ET64307,California,F,125.23,44341.0,105.0,Personal Auto,Sports Car,355.114822
XD32841,Oregon,M,138.97,24378.0,188.0,Corporate Auto,SUV,902.4
SI90461,Washington,F,33.72,93489.0,84.0,Corporate Auto,Four-Door Car,104.280764
RV75918,California,F,78.1,69161.0,97.0,Personal Auto,Four-Door Car,341.431343
DZ64604,California,M,122.69,60774.0,154.0,Personal Auto,SUV,739.2
WF98532,California,M,31.23,0.0,101.0,Personal Auto,SUV,960.115399
GQ15613,Arizona,F,80.04,54008.0,67.0,Personal Auto,Four-Door Car,370.503286
XU63766,Oregon,F,81.06,0.0,74.0,Personal Auto,Four-Door Car,232.01349
VU35401,Nevada,F,27.59,44619.0,68.0,Corporate Auto,Four-Door Car,283.668439
NH95163,Oregon,F,37.07,16476.0,101.0,Personal Auto,Four-Door Car,313.885191
CD55111,California,M,301.55,73359.0,94.0,Corporate Auto,Two-Door Car,107.187926
TQ73797,California,M,81.0,25949.0,104.0,Personal Auto,SUV,499.2
CC43119,California,F,29.21,62018.0,73.0,Corporate Auto,Two-Door Car,90.094835
CD38665,California,M,145.1,41433.0,183.0,Personal Auto,Luxury Car,1317.6
JM30137,Washington,F,167.94,0.0,238.0,Personal Auto,Luxury Car,1142.4
CJ29883,Arizona,F,53.32,68931.0,66.0,Personal Auto,Four-Door Car,309.577946
LJ35581,Washington,F,100.26,0.0,141.0,Personal Auto,SUV,1015.2
DL11519,Oregon,M,68.76,0.0,104.0,Special Auto,SUV,748.8
AK11719,California,M,22.72,0.0,64.0,Corporate Auto,Four-Door Car,286.124652
YL91288,California,F,89.23,98044.0,73.0,Personal Auto,Four-Door Car,347.336864
XV53746,California,F,164.84,91354.0,68.0,Special Auto,Two-Door Car,361.646987
HU57895,Washington,F,68.61,0.0,109.0,Corporate Auto,Sports Car,605.137484
MI95708,Arizona,F,129.48,15083.0,115.0,Personal Auto,Four-Door Car,552.0
AX45422,California,F,137.87,0.0,61.0,Personal Auto,Four-Door Car,370.755025
KT92231,Oregon,M,77.06,0.0,107.0,Personal Auto,Sports Car,1267.709661
BM53580,Oregon,F,85.2,0.0,80.0,Personal Auto,Four-Door Car,69.142986
ZB32409,California,F,22.42,0.0,67.0,Personal Auto,Four-Door Car,618.355883
XA21742,California,F,270.69,22955.0,92.0,Personal Auto,Four-Door Car,441.6
RD22761,Washington,M,205.8,0.0,69.0,Personal Auto,Four-Door Car,566.673518
PZ10136,Oregon,M,24.66,51641.0,63.0,Personal Auto,Four-Door Car,137.091494
OG62048,California,F,90.53,10211.0,119.0,Personal Auto,SUV,571.2
IH23596,California,F,25.46,0.0,68.0,Corporate Auto,Four-Door Car,296.692076
HE72629,Arizona,F,30.07,0.0,80.0,Personal Auto,Two-Door Car,16.524885
KW52549,Arizona,F,277.9,33806.0,89.0,Personal Auto,Four-Door Car,395.729716
OZ82391,California,M,62.89,50269.0,80.0,Personal Auto,Two-Door Car,32.228778
HH22446,Nevada,M,39.54,18375.0,103.0,Personal Auto,Sports Car,535.080276
HW16019,Oregon,M,75.83,24133.0,68.0,Personal Auto,Two-Door Car,76.026046
IS30186,California,F,61.86,88375.0,77.0,Personal Auto,Four-Door Car,0.42331
HN45134,Arizona,M,57.57,88997.0,72.0,Personal Auto,Four-Door Car,174.041566
XI79589,California,F,44.74,0.0,125.0,Personal Auto,SUV,600.0
LK57294,Oregon,M,47.86,23402.0,61.0,Personal Auto,Four-Door Car,292.8
JM88889,California,F,122.45,46396.0,103.0,Corporate Auto,Four-Door Car,384.01403
EZ51276,Arizona,F,71.21,0.0,96.0,Personal Auto,Four-Door Car,460.8
JF16295,Oregon,F,75.48,0.0,102.0,Personal Auto,Four-Door Car,489.6
XU76821,California,F,203.8,33175.0,66.0,Corporate Auto,Two-Door Car,84.520776
KR62128,California,F,90.12,63885.0,114.0,Personal Auto,SUV,86.477384
TG70775,California,F,200.97,92766.0,71.0,Personal Auto,Two-Door Car,379.029102
XR75319,Arizona,M,47.87,45515.0,61.0,Personal Auto,Two-Door Car,236.907007
QB26845,Oregon,M,115.78,0.0,115.0,Personal Auto,SUV,1163.620366
No94161,California,M,27.19,37703.0,70.0,Corporate Auto,Two-Door Car,83.121963
SQ87105,Oregon,F,47.61,0.0,68.0,Corporate Auto,Four-Door Car,489.6
XM14899,Oregon,M,87.01,0.0,122.0,Personal Auto,SUV,684.851797
QQ51185,Nevada,F,26.59,64987.0,66.0,Personal Auto,Four-Door Car,182.927837
XW51700,Arizona,F,51.4,73180.0,64.0,Personal Auto,Four-Door Car,132.543257
YK60829,Oregon,F,200.97,92766.0,71.0,Corporate Auto,Two-Door Car,379.029102
FB68802,Arizona,M,40.25,0.0,119.0,Personal Auto,SUV,571.2
ON67674,California,F,27.71,50071.0,71.0,Personal Auto,Two-Door Car,18.918935
MS20849,California,M,67.46,53058.0,91.0,Personal Auto,Four-Door Car,209.465295
VK94354,Oregon,M,92.6,0.0,127.0,Special Auto,SUV,22.483259
PZ53130,California,F,84.67,16370.0,74.0,Personal Auto,Two-Door Car,296.049396
HV75704,California,F,227.62,70521.0,63.0,Corporate Auto,Four-Door Car,302.4
GU18646,Oregon,M,93.32,58007.0,81.0,Special Auto,Two-Door Car,518.346912
LI77073,Oregon,M,71.0,31670.0,179.0,Corporate Auto,Sports Car,1288.8
FW43809,Oregon,F,80.07,0.0,112.0,Personal Auto,Sports Car,537.6
WC11515,Arizona,F,195.12,0.0,70.0,Corporate Auto,Four-Door Car,491.112176
ZT52415,Oregon,F,81.46,62534.0,68.0,Personal Auto,Two-Door Car,326.4
PH83205,Oregon,M,28.1,26790.0,71.0,Corporate Auto,Two-Door Car,340.8
GI46001,California,F,68.46,0.0,95.0,Personal Auto,Two-Door Car,456.0
DY27653,Oregon,F,37.56,56178.0,94.0,Personal Auto,Four-Door Car,451.2
GB70718,Arizona,F,23.93,28646.0,61.0,Personal Auto,Four-Door Car,355.028632
YE12395,Oregon,M,406.37,31267.0,129.0,Personal Auto,Sports Car,619.2
MA94219,Nevada,M,90.68,78250.0,114.0,Personal Auto,Four-Door Car,547.2
FJ28407,California,M,56.2,0.0,153.0,Personal Auto,SUV,1027.000029
CJ72056,California,M,80.14,65636.0,67.0,Personal Auto,Four-Door Car,321.6
QU52713,California,M,40.89,43177.0,103.0,Corporate Auto,SUV,420.966805
FE20514,Oregon,M,50.65,26733.0,66.0,Personal Auto,Four-Door Car,218.717113
RY43586,Oregon,F,83.73,12590.0,73.0,Personal Auto,Two-Door Car,132.503461
SK66747,Washington,M,660.26,33481.0,188.0,Personal Auto,Luxury SUV,1194.892002
SC31713,California,F,81.75,0.0,80.0,Personal Auto,Four-Door Car,384.0
TH72420,Oregon,M,87.2,25752.0,73.0,Personal Auto,Two-Door Car,378.262864
FD75102,California,F,32.38,27982.0,87.0,Personal Auto,Two-Door Car,14.743099
LW75453,California,M,53.55,29445.0,68.0,Personal Auto,Four-Door Car,334.015169
BS96517,Washington,F,23.75,47455.0,61.0,Personal Auto,Four-Door Car,278.804991
SO55284,Nevada,F,86.47,64125.0,108.0,Personal Auto,SUV,369.818708
SD83603,Oregon,F,66.72,56830.0,83.0,Personal Auto,Two-Door Car,319.799712
JQ68425,California,M,129.19,58236.0,108.0,Corporate Auto,SUV,67.253453
VM51572,Washington,M,73.85,54289.0,62.0,Personal Auto,Four-Door Car,430.093647
JH58282,California,F,72.01,0.0,66.0,Personal Auto,Four-Door Car,316.8
WP23743,California,M,72.82,47482.0,93.0,Corporate Auto,Four-Door Car,594.177664
DS47984,Arizona,M,32.38,60244.0,83.0,Personal Auto,Four-Door Car,326.281835
UV52613,Arizona,M,27.23,20867.0,71.0,Personal Auto,Four-Door Car,340.8
XM96138,California,M,112.78,98138.0,93.0,Personal Auto,Four-Door Car,427.52731
HF95739,California,M,85.56,0.0,81.0,Personal Auto,Four-Door Car,583.2
HG81101,Washington,F,29.12,20327.0,74.0,Personal Auto,Four-Door Car,824.254866
VN27419,Oregon,F,100.83,11828.0,90.0,Personal Auto,Four-Door Car,571.479602
VZ59523,Arizona,M,57.05,50695.0,71.0,Personal Auto,Two-Door Car,110.567069
UF91715,Nevada,M,76.65,0.0,107.0,Personal Auto,Four-Door Car,770.4
JV13438,Oregon,M,49.09,98693.0,61.0,Personal Auto,Four-Door Car,292.8
MN82687,Oregon,F,54.7,54507.0,138.0,Personal Auto,SUV,702.990032
MR50410,Nevada,M,50.67,89703.0,126.0,Personal Auto,SUV,601.983113
DT53270,Washington,F,48.96,0.0,71.0,Personal Auto,Four-Door Car,421.147532
DA79098,California,M,45.72,0.0,67.0,Personal Auto,Two-Door Car,357.14996
FY86121,Oregon,M,82.37,70882.0,69.0,Personal Auto,Four-Door Car,124.380223
AA69265,Nevada,F,39.65,60817.0,103.0,Personal Auto,Four-Door Car,494.4
ZT86224,Nevada,M,109.01,72257.0,90.0,Personal Auto,Four-Door Car,408.415481
GW89148,California,M,163.04,90008.0,137.0,Personal Auto,SUV,406.986034
EJ97834,Nevada,F,26.19,93987.0,65.0,Personal Auto,Two-Door Car,251.321448
VM66678,Oregon,F,140.24,81872.0,115.0,Personal Auto,Four-Door Car,256.43803
OY34553,Nevada,F,243.21,60221.0,67.0,Personal Auto,Four-Door Car,238.561687
JL49772,Arizona,F,242.49,33651.0,69.0,Personal Auto,Four-Door Car,328.65413
ZO44848,California,F,208.64,0.0,61.0,Special Auto,Four-Door Car,216.08671
TW66679,Oregon,M,88.24,75741.0,109.0,Corporate Auto,SUV,217.188864
RP98585,Arizona,M,76.1,38086.0,96.0,Personal Auto,Two-Door Car,243.237741
XK83294,California,F,74.86,38725.0,64.0,Corporate Auto,Two-Door Car,307.2
VZ43707,Nevada,M,87.63,20132.0,86.0,Corporate Auto,Four-Door Car,412.8
RO89767,Arizona,M,273.86,0.0,105.0,Personal Auto,Sports Car,451.13986
UN49741,Oregon,M,111.22,44299.0,106.0,Personal Auto,SUV,754.260616
SY46862,Arizona,M,56.58,98917.0,139.0,Corporate Auto,Sports Car,336.612234
ZY60545,California,F,189.39,91535.0,67.0,Personal Auto,Four-Door Car,126.634634
WP62115,Washington,F,138.66,53484.0,70.0,Corporate Auto,Two-Door Car,333.051529
NK16909,Oregon,M,81.89,45318.0,103.0,Personal Auto,SUV,494.4
BQ41371,Oregon,F,56.27,46897.0,70.0,Personal Auto,Four-Door Car,344.377218
QF29828,Arizona,F,32.09,40135.0,80.0,Personal Auto,Four-Door Car,78.008093
LP59331,Arizona,M,52.83,38606.0,68.0,Personal Auto,Four-Door Car,413.288851
NJ46471,Oregon,F,86.97,56550.0,73.0,Corporate Auto,Four-Door Car,162.775889
KX53892,Oregon,F,52.59,61146.0,65.0,Personal Auto,Four-Door Car,273.018929
YP37291,Nevada,M,78.55,36409.0,66.0,Personal Auto,Four-Door Car,316.8
RX93631,Arizona,F,64.39,90035.0,80.0,Personal Auto,Four-Door Car,141.628547
GS26763,California,F,116.34,39669.0,98.0,Personal Auto,Two-Door Car,492.935479
SK74843,Arizona,F,24.42,57963.0,61.0,Personal Auto,Four-Door Car,42.160829
AG47947,Washington,F,140.24,81872.0,115.0,Personal Auto,Four-Door Car,256.43803
LQ23049,California,F,24.91,25965.0,65.0,Personal Auto,Four-Door Car,329.206567
VF10088,Arizona,F,34.1,59662.0,85.0,Personal Auto,Four-Door Car,10.168824
OJ65428,Nevada,M,38.42,27906.0,102.0,Personal Auto,Four-Door Car,489.6
ZF48094,Oregon,F,33.4,51032.0,83.0,Personal Auto,Four-Door Car,349.954886
TN56613,Arizona,F,53.58,83771.0,133.0,Personal Auto,Sports Car,482.328161
IA33339,Oregon,F,92.69,57052.0,115.0,Corporate Auto,SUV,483.62724
UB28078,California,M,42.0,51510.0,106.0,Personal Auto,Four-Door Car,688.547375
ZK60855,Oregon,F,48.3,34819.0,61.0,Corporate Auto,Four-Door Car,185.898327
CM73149,California,F,142.45,31189.0,122.0,Personal Auto,Sports Car,585.6
SC81807,California,F,40.95,32180.0,103.0,Special Auto,Sports Car,558.835255
DS57918,California,M,337.19,27500.0,114.0,Corporate Auto,SUV,472.280461
TN29644,California,F,75.4,67018.0,94.0,Personal Auto,Four-Door Car,104.427573
UL17918,Arizona,M,28.21,0.0,77.0,Corporate Auto,Two-Door Car,436.369797
MJ25422,Oregon,F,366.96,0.0,199.0,Personal Auto,Luxury SUV,1062.090461
FG21377,California,F,197.31,33588.0,62.0,Corporate Auto,Four-Door Car,419.921897
BQ15946,Oregon,M,66.85,56270.0,83.0,Personal Auto,Four-Door Car,398.4
CO53249,Arizona,M,84.08,82800.0,70.0,Corporate Auto,Four-Door Car,442.194796
XS83731,Arizona,F,73.72,0.0,68.0,Personal Auto,Four-Door Car,425.137341
VH41477,Oregon,M,47.42,63891.0,119.0,Corporate Auto,Two-Door Car,7.651121
AT13963,Washington,F,158.65,43946.0,133.0,Corporate Auto,Sports Car,415.98615
XU49878,Washington,M,53.96,62039.0,68.0,Personal Auto,Four-Door Car,265.877583
RY10920,Oregon,M,43.3,60475.0,107.0,Personal Auto,Four-Door Car,513.6
OC32181,Nevada,F,57.08,70279.0,71.0,Special Auto,Four-Door Car,331.231484
OE19653,Oregon,F,35.01,0.0,93.0,Personal Auto,Two-Door Car,446.4
WG39961,Oregon,F,39.19,66676.0,97.0,Personal Auto,Four-Door Car,558.099357
QY78671,Arizona,M,29.1,12048.0,77.0,Corporate Auto,Four-Door Car,369.6
SY48591,Arizona,F,48.28,0.0,68.0,Personal Auto,Four-Door Car,326.4
SM16060,Arizona,F,48.12,0.0,68.0,Personal Auto,Two-Door Car,619.07199
FW53453,California,F,78.34,36094.0,99.0,Personal Auto,Two-Door Car,456.50357
KU42210,Arizona,M,146.66,0.0,61.0,Corporate Auto,Four-Door Car,439.2
XR74789,Washington,F,72.0,63328.0,89.0,Personal Auto,Two-Door Car,427.2
GB39602,Nevada,M,39.15,0.0,112.0,Corporate Auto,Sports Car,587.861936
SK93727,Washington,F,94.7,36121.0,118.0,Personal Auto,Four-Door Car,1107.145019
OM37845,California,M,54.8,56005.0,68.0,Personal Auto,Four-Door Car,326.4
VR45143,Arizona,F,24.88,48597.0,71.0,Corporate Auto,Four-Door Car,305.697525
GF35623,California,F,58.87,0.0,81.0,Personal Auto,Four-Door Car,583.2
AF47139,Oregon,F,84.06,42540.0,70.0,Personal Auto,Four-Door Car,43.548973
IS48950,California,M,86.86,87544.0,109.0,Corporate Auto,SUV,523.2
NC98544,Nevada,M,250.3,26292.0,80.0,Personal Auto,Two-Door Car,384.0
AD12500,California,F,178.23,42696.0,228.0,Personal Auto,Luxury Car,1273.741085
ZE59681,Nevada,M,27.99,88009.0,71.0,Corporate Auto,Two-Door Car,266.52482
JQ91314,Washington,M,32.89,0.0,97.0,Personal Auto,Four-Door Car,1026.315988
WX92260,Washington,F,20.04,0.0,66.0,Corporate Auto,Four-Door Car,316.8
MO21402,Oregon,F,137.36,16181.0,181.0,Personal Auto,SUV,1261.319869
QY41319,Oregon,M,44.12,0.0,62.0,Personal Auto,Two-Door Car,446.4
WE90911,Arizona,F,53.92,75438.0,136.0,Personal Auto,SUV,438.480672
KB90888,Oregon,F,25.62,0.0,73.0,Corporate Auto,Two-Door Car,842.87608
NN87570,Oregon,M,60.57,27681.0,83.0,Corporate Auto,Two-Door Car,398.4
PD94315,Arizona,F,222.57,23444.0,196.0,Corporate Auto,SUV,940.8
IN65727,Washington,F,26.94,63684.0,68.0,Personal Auto,Two-Door Car,343.889585
FB76635,Oregon,F,42.97,61737.0,107.0,Personal Auto,Sports Car,495.670802
RF58958,California,M,116.25,0.0,113.0,Personal Auto,Four-Door Car,813.6
AZ15952,Oregon,M,87.49,52373.0,111.0,Personal Auto,Four-Door Car,186.160527
KP22549,Oregon,M,31.56,58213.0,79.0,Personal Auto,Four-Door Car,39.714767
QC34927,California,M,33.18,74142.0,83.0,Personal Auto,Two-Door Car,398.4
WD87578,Nevada,F,78.21,0.0,109.0,Personal Auto,Four-Door Car,784.8
ER51965,Washington,M,42.41,49746.0,111.0,Corporate Auto,Four-Door Car,589.298521
LA53648,California,F,89.93,0.0,129.0,Personal Auto,SUV,1059.572464
FX73249,Oregon,M,73.04,0.0,104.0,Personal Auto,Four-Door Car,499.2
WF53890,Arizona,F,52.18,39854.0,66.0,Personal Auto,Two-Door Car,261.930545
QL35310,Nevada,F,27.25,36650.0,69.0,Corporate Auto,Four-Door Car,56.60333
FY30870,California,F,185.7,32756.0,93.0,Personal Auto,Two-Door Car,381.118731
JF73533,Nevada,M,99.85,36268.0,86.0,Personal Auto,Four-Door Car,531.164627
IW70308,Oregon,F,82.58,23815.0,73.0,Personal Auto,Four-Door Car,424.330166
ZS50183,Arizona,F,80.02,0.0,107.0,Corporate Auto,SUV,513.6
EU38033,Nevada,M,58.98,39188.0,74.0,Personal Auto,Four-Door Car,355.2
ZJ86769,Nevada,M,46.86,58089.0,118.0,Personal Auto,SUV,566.4
JZ90556,Oregon,F,59.43,62120.0,74.0,Corporate Auto,Four-Door Car,28.31732
OQ43721,Oregon,F,26.48,26540.0,69.0,Personal Auto,Four-Door Car,378.432035
NI71089,California,M,46.5,28215.0,65.0,Personal Auto,Two-Door Car,468.0
ZF84966,Nevada,F,448.56,61675.0,123.0,Corporate Auto,SUV,482.550044
LN11802,California,M,265.7,0.0,100.0,Personal Auto,Sports Car,480.0
CG92708,Nevada,F,29.51,69600.0,74.0,Personal Auto,Four-Door Car,341.396161
TH59993,California,F,24.65,40982.0,62.0,Corporate Auto,Four-Door Car,106.665934
WH76688,Oregon,M,55.56,74015.0,72.0,Personal Auto,Four-Door Car,471.443077
NK82261,California,M,32.0,0.0,94.0,Personal Auto,Two-Door Car,1121.876091
FI93397,Oregon,F,27.76,0.0,79.0,Personal Auto,Four-Door Car,509.028102
FO33051,Arizona,M,163.55,29439.0,146.0,Personal Auto,SUV,700.8
ZE40223,Oregon,M,73.3,0.0,108.0,Personal Auto,Sports Car,518.4
II49996,Arizona,M,55.56,74015.0,72.0,Personal Auto,Four-Door Car,471.443077
AX71707,Arizona,F,63.83,67881.0,79.0,Personal Auto,Two-Door Car,391.039166
GF38306,Nevada,F,77.59,96162.0,97.0,Corporate Auto,Four-Door Car,376.569009
TN54884,California,F,149.32,39049.0,63.0,Personal Auto,Two-Door Car,294.75626
DD27635,Oregon,M,80.47,29808.0,105.0,Personal Auto,SUV,52.456587
NX84287,California,F,108.62,65727.0,134.0,Corporate Auto,SUV,363.995013
EO38569,Washington,F,21.95,0.0,62.0,Personal Auto,Four-Door Car,446.4
FF77476,California,F,23.97,22283.0,65.0,Corporate Auto,Four-Door Car,572.072106
CW92156,Washington,F,40.7,37435.0,105.0,Personal Auto,SUV,314.441585
XA53408,Oregon,M,55.79,27756.0,71.0,Corporate Auto,Two-Door Car,735.733206
CV86445,Arizona,M,81.4,86876.0,68.0,Personal Auto,Four-Door Car,118.810361
TK32843,California,M,74.45,0.0,114.0,Personal Auto,Four-Door Car,863.861736
EV14053,California,F,72.95,34062.0,91.0,Corporate Auto,Four-Door Car,603.350571
IY38767,Oregon,M,53.26,0.0,73.0,Personal Auto,Two-Door Car,496.474767
VJ34494,Washington,F,24.42,0.0,69.0,Corporate Auto,Four-Door Car,331.2
SN36487,Arizona,F,103.08,78358.0,128.0,Corporate Auto,SUV,614.4
SW88021,California,F,24.62,12222.0,67.0,Corporate Auto,Two-Door Car,321.6
US43945,California,F,25.22,41247.0,64.0,Personal Auto,Two-Door Car,307.2
QC93181,California,F,254.65,13663.0,97.0,Corporate Auto,Four-Door Car,465.6
XS89049,Nevada,F,28.23,25531.0,74.0,Personal Auto,Two-Door Car,355.2
QR79788,Nevada,M,58.12,58643.0,74.0,Personal Auto,Four-Door Car,329.46648
WG51244,Oregon,M,218.5,48107.0,190.0,Corporate Auto,Luxury SUV,912.0
BF56053,Washington,F,93.2,18643.0,119.0,Corporate Auto,Four-Door Car,571.2
AN97123,Nevada,F,223.05,0.0,102.0,Personal Auto,Two-Door Car,401.528957
VS30147,Oregon,M,221.19,58645.0,110.0,Personal Auto,SUV,427.723646
FY70464,Oregon,F,72.18,95058.0,177.0,Personal Auto,SUV,89.712324
BG19572,Washington,F,61.17,0.0,87.0,Corporate Auto,Four-Door Car,1032.609293
LR43989,Oregon,F,48.82,19715.0,66.0,Personal Auto,Four-Door Car,475.2
ER10834,Nevada,F,26.74,68787.0,66.0,Personal Auto,Four-Door Car,105.379402
WL46620,Nevada,M,77.25,29056.0,66.0,Personal Auto,Two-Door Car,355.531267
MO27230,Oregon,F,47.08,47829.0,117.0,Personal Auto,SUV,561.6
HD32695,Arizona,F,44.47,13128.0,118.0,Personal Auto,Four-Door Car,771.878514
ED89934,California,F,48.24,58946.0,121.0,Personal Auto,SUV,486.720776
WU63862,Oregon,M,54.2,31614.0,71.0,Personal Auto,Four-Door Car,234.683628
EW27959,California,F,75.83,44667.0,65.0,Personal Auto,Four-Door Car,245.661376
IG15771,Oregon,M,38.52,0.0,111.0,Personal Auto,Four-Door Car,937.824847
PJ84431,California,M,76.47,91512.0,189.0,Personal Auto,Luxury Car,907.2
RW46214,Oregon,F,52.3,26540.0,69.0,Personal Auto,Four-Door Car,331.2
VP91482,Oregon,M,36.14,0.0,103.0,Personal Auto,SUV,741.6
DZ48278,Nevada,M,28.54,38798.0,72.0,Personal Auto,Four-Door Car,332.945455
HC37968,Oregon,F,85.43,0.0,117.0,Personal Auto,Sports Car,561.6
CQ15251,Oregon,F,51.5,65629.0,64.0,Personal Auto,Four-Door Car,89.411365
QD36906,Nevada,F,87.24,33291.0,73.0,Personal Auto,Four-Door Car,172.226165
BG95711,California,F,164.77,57264.0,84.0,Personal Auto,Four-Door Car,129.249842
HR44460,California,F,263.39,60970.0,110.0,Personal Auto,SUV,94.496547
NE57101,Oregon,M,42.44,34220.0,109.0,Corporate Auto,SUV,523.2
UQ34669,Arizona,M,57.57,88997.0,72.0,Personal Auto,Four-Door Car,174.041566
BL42392,Arizona,M,48.27,18779.0,63.0,Personal Auto,Four-Door Car,215.255721
WC52068,Oregon,M,80.93,50825.0,102.0,Corporate Auto,SUV,369.614729
GB20532,Arizona,M,30.11,0.0,86.0,Personal Auto,Four-Door Car,569.130423
XS74432,California,F,86.64,29218.0,72.0,Personal Auto,Four-Door Car,502.369442
YA10507,California,M,24.72,95697.0,61.0,Special Auto,Two-Door Car,114.273025
NL59273,Oregon,F,56.27,61486.0,70.0,Personal Auto,Two-Door Car,334.13351
BZ81849,Arizona,F,74.94,0.0,68.0,Personal Auto,Four-Door Car,326.4
MF83904,Oregon,F,54.53,17723.0,72.0,Personal Auto,Two-Door Car,345.6
MH14039,California,M,25.92,72421.0,65.0,Personal Auto,Four-Door Car,312.0
XJ26467,California,F,67.22,36510.0,84.0,Personal Auto,Four-Door Car,286.781601
BC53546,Oregon,M,55.01,35396.0,70.0,Personal Auto,Two-Door Car,336.0
KB58189,Oregon,F,25.51,69230.0,63.0,Special Auto,Four-Door Car,283.241868
FF31523,Washington,F,77.72,28054.0,195.0,Corporate Auto,SUV,571.663256
EE98024,California,F,42.36,25866.0,109.0,Personal Auto,Four-Door Car,523.2
QA50777,Oregon,F,90.25,23675.0,117.0,Personal Auto,Four-Door Car,707.925645
HW36182,California,M,26.16,0.0,71.0,Personal Auto,Two-Door Car,340.8
SB64064,Nevada,F,23.96,0.0,66.0,Personal Auto,Four-Door Car,433.160284
MY60905,California,F,47.84,0.0,68.0,Personal Auto,Two-Door Car,326.4
FB77856,Nevada,M,38.74,28142.0,105.0,Personal Auto,Sports Car,701.708239
XQ93931,Oregon,M,78.06,23706.0,68.0,Corporate Auto,Four-Door Car,326.4
WA74455,Arizona,M,47.18,0.0,131.0,Personal Auto,SUV,628.8
GK98989,Washington,M,56.26,0.0,85.0,Corporate Auto,Four-Door Car,872.203927
VA35421,Nevada,F,51.83,83527.0,64.0,Personal Auto,Two-Door Car,39.127298
BB41401,Arizona,M,60.05,26876.0,76.0,Personal Auto,Four-Door Car,364.8
RQ16234,Arizona,F,98.38,55099.0,122.0,Corporate Auto,Sports Car,260.265417
DO83789,Arizona,F,52.06,71661.0,65.0,Personal Auto,Four-Door Car,312.0
AK46006,Oregon,M,362.93,18047.0,242.0,Personal Auto,Luxury SUV,1350.379181
CJ59481,Washington,M,28.37,90893.0,70.0,Personal Auto,Two-Door Car,70.712507
JL86651,Nevada,M,117.85,90016.0,102.0,Personal Auto,Four-Door Car,20.405935
AN32867,California,M,31.25,81285.0,81.0,Personal Auto,Four-Door Car,441.765368
AC67315,Nevada,F,138.62,96950.0,115.0,Personal Auto,Sports Car,633.132017
XN90444,California,M,82.0,24814.0,69.0,Special Auto,Two-Door Car,331.2
CZ72326,Oregon,F,84.56,0.0,90.0,Corporate Auto,Two-Door Car,648.0
FG18525,Nevada,M,21.24,0.0,61.0,Personal Auto,Two-Door Car,60.5975
HC25359,Oregon,F,90.45,52572.0,113.0,Personal Auto,Four-Door Car,441.623031
SM39580,Arizona,M,31.87,0.0,85.0,Corporate Auto,Two-Door Car,595.160486
UU81720,California,F,81.14,41701.0,68.0,Corporate Auto,Four-Door Car,64.646458
WO53546,Oregon,M,340.39,0.0,104.0,Personal Auto,Sports Car,499.2
UH76249,Arizona,M,90.88,0.0,80.0,Corporate Auto,Four-Door Car,384.0
YP79029,California,M,125.2,34179.0,107.0,Corporate Auto,Sports Car,770.4
HS79851,Oregon,M,60.57,27681.0,83.0,Personal Auto,Two-Door Car,398.4
YR49519,Arizona,M,49.67,0.0,73.0,Corporate Auto,Four-Door Car,359.35328
AN21193,Washington,F,69.33,0.0,70.0,Personal Auto,Four-Door Car,504.0
TS98462,Washington,F,223.99,78494.0,69.0,Personal Auto,Two-Door Car,78.189401
OB11898,Nevada,F,21.62,0.0,66.0,Personal Auto,Two-Door Car,316.8
RS85283,Oregon,M,217.77,56044.0,182.0,Personal Auto,SUV,952.849701
NW19960,Oregon,M,90.95,37937.0,116.0,Personal Auto,SUV,556.8
AI11191,Arizona,F,42.28,77853.0,106.0,Personal Auto,SUV,165.237444
PF24757,Arizona,F,65.21,72608.0,82.0,Personal Auto,Four-Door Car,393.6
NY20756,California,M,102.09,36568.0,128.0,Personal Auto,SUV,978.621302
EU98982,Arizona,M,76.0,0.0,110.0,Personal Auto,SUV,796.987409
GL54755,Washington,F,38.95,59578.0,98.0,Corporate Auto,Four-Door Car,403.67601
UF13251,Oregon,M,85.11,26032.0,109.0,Personal Auto,SUV,638.098653
